State,County,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
Idaho,Bannock,5,1,0,,0,4,35,7,25,3,2
Idaho,Boise,14,1,1,,0,12,63,12,46,5,0
Idaho,Bonneville,151,0,11,,5,135,682,191,455,36,6
Idaho,Butte,0,0,0,,0,0,3,0,3,0,0
Idaho,Canyon,93,1,14,,0,78,528,212,271,45,6
Idaho,Franklin,2,0,0,,0,2,49,4,42,3,0
Idaho,Gem,19,0,3,,0,16,31,10,19,2,2
Idaho,Jefferson,17,0,3,,0,14,117,32,81,4,0
Idaho,Kootenai,103,6,19,,6,72,1174,346,769,59,11
Idaho,Nez Perce,8,0,1,,1,6,108,31,72,5,0
Idaho,Owyhee,18,1,1,,0,16,65,15,43,7,1
Idaho,Adams,4,0,0,,0,4,33,3,27,3,0
Idaho,Bear Lake,2,0,0,,0,2,26,12,14,0,0
Idaho,Benewah,18,2,1,,0,15,71,22,43,6,0
Idaho,Bingham,41,0,15,,0,26,203,52,111,40,2
Idaho,Blaine,5,0,1,,0,4,42,14,24,4,1
Idaho,Bonner,63,1,13,,2,47,376,150,198,28,3
Idaho,Boundary,6,0,2,,0,4,85,40,39,6,1
Idaho,Camas,0,0,0,,0,0,8,3,5,0,0
Idaho,Caribou,1,0,0,,0,1,11,4,4,3,0
Idaho,Cassia,49,0,8,,3,38,363,133,207,23,1
Idaho,Clark,3,0,1,,0,2,8,1,6,1,0
Idaho,Clearwater,14,1,0,,0,13,57,20,30,7,4
Idaho,Custer,2,0,1,,0,1,27,4,21,2,0
Idaho,Elmore,14,0,1,,1,12,58,14,39,5,0
Idaho,Fremont,6,0,3,,0,3,62,9,50,3,0
Idaho,Gooding,12,0,1,,0,11,64,23,32,9,0
Idaho,Idaho,24,0,5,,0,19,99,41,52,6,0
Idaho,Jerome,31,0,2,,0,29,116,56,48,12,2
Idaho,Latah,32,0,5,,0,27,163,66,90,7,1
Idaho,Lemhi,7,1,0,,1,5,31,17,10,4,0
Idaho,Lewis,2,0,0,,0,2,16,3,12,1,0
Idaho,Lincoln,2,0,0,,0,2,2,0,2,0,0
Idaho,Madison,15,0,9,,0,6,85,40,39,6,1
Idaho,Minidoka,18,0,3,,0,15,141,34,93,14,0
Idaho,Oneida,5,0,1,,0,4,34,14,18,2,0
Idaho,Payette,13,0,3,,0,10,77,21,50,6,1
Idaho,Power,0,0,0,,0,0,28,5,18,5,2
Idaho,Shoshone,47,0,4,,2,41,158,49,90,19,0
Idaho,Teton,6,1,0,,0,5,74,14,53,7,0
Idaho,Twin Falls,34,0,4,,2,28,236,120,86,30,1
Idaho,Valley,11,0,4,,0,7,67,19,47,1,0
Idaho,Washington,8,0,7,,0,1,46,13,33,0,0
Illinois,Alexander,9,0,0,,0,9,39,11,24,4,1
Illinois,Bond,0,0,0,,0,0,63,24,38,1,0
Illinois,Boone,28,0,12,,2,14,167,25,135,7,3
Illinois,Champaign,110,3,21,,12,74,655,202,419,34,7
Illinois,Clinton,9,0,1,,0,8,64,11,50,3,0
Illinois,Cook,167,7,29,,22,109,689,162,447,80,16
Illinois,De Kalb,34,2,11,,3,18,148,25,118,5,2
Illinois,De Witt,9,0,5,,1,3,25,10,15,0,1
Illinois,DuPage,73,1,8,,20,44,764,140,586,38,0
Illinois,Ford,19,0,6,,2,11,84,25,50,9,5
Illinois,Grundy,11,0,5,,0,6,146,38,99,9,1
Illinois,Henry,4,0,0,,2,2,46,14,31,1,0
Illinois,Jackson,21,0,1,,0,20,242,79,152,11,1
Illinois,Jersey,11,0,6,,0,5,107,45,59,3,0
Illinois,Kane,80,0,15,,5,60,511,135,349,27,5
Illinois,Kankakee,45,5,1,,6,33,366,158,185,23,17
Illinois,Kendall,36,0,8,,4,24,222,71,140,11,4
Illinois,Lake,90,0,20,,18,52,1055,270,733,52,7
Illinois,Macon,28,0,5,,4,19,217,48,167,2,1
Illinois,Macoupin,10,1,0,,0,9,150,30,113,7,0
Illinois,Madison,119,0,17,,16,86,1023,239,731,53,6
Illinois,Marshall,7,0,3,,0,4,41,21,16,4,0
Illinois,McHenry,74,0,17,,2,55,275,53,208,14,0
Illinois,McLean,20,2,5,,0,13,99,34,58,7,0
Illinois,Menard,4,0,2,,1,1,31,8,23,0,0
Illinois,Mercer,15,0,2,,1,12,64,29,32,3,1
Illinois,Monroe,3,0,1,,0,2,42,13,28,1,0
Illinois,Peoria,101,0,15,,15,71,833,166,615,52,15
Illinois,Piatt,22,0,1,,0,21,105,31,69,5,1
Illinois,Rock Island,41,0,6,,4,31,304,64,239,1,3
Illinois,Sangamon,151,1,36,,17,97,602,211,343,48,7
Illinois,Stark,0,0,0,,0,0,41,10,28,3,0
Illinois,St. Clair,99,2,20,,24,53,632,356,238,38,6
Illinois,Tazewell,40,0,15,,0,25,171,55,114,2,1
Illinois,Vermilion,81,0,22,,7,52,448,130,297,21,1
Illinois,Will,128,5,19,,25,79,896,309,513,74,14
Illinois,Williamson,9,0,4,,0,5,297,87,195,15,1
Illinois,Winnebago,134,3,34,,20,77,874,285,530,59,7
Illinois,Woodford,4,0,2,,0,2,106,26,72,8,2
Illinois,Adams,26,1,12,,0,13,169,55,108,6,0
Illinois,Brown,10,0,0,,0,10,14,1,13,0,0
Illinois,Bureau,25,0,2,,1,22,130,56,71,3,1
Illinois,Carroll,0,0,0,,0,0,62,16,46,0,0
Illinois,Cass,4,0,0,,0,4,6,1,4,1,0
Illinois,Clark,5,1,0,,0,4,39,11,23,5,1
Illinois,Clay,6,0,0,,1,5,54,23,30,1,0
Illinois,Coles,25,0,2,,2,21,93,33,54,6,1
Illinois,Crawford,4,0,0,,0,4,45,18,25,2,2
Illinois,Cumberland,3,0,1,,0,2,22,9,12,1,0
Illinois,Douglas,4,0,0,,0,4,29,7,20,2,0
Illinois,Effingham,18,0,2,,1,15,161,48,106,7,2
Illinois,Fayette,8,0,4,,0,4,88,20,63,5,1
Illinois,Franklin,30,0,0,,0,30,262,93,167,2,0
Illinois,Fulton,14,1,2,,3,8,102,40,57,5,1
Illinois,Gallatin,4,0,0,,0,4,26,5,20,1,0
Illinois,Greene,4,0,1,,0,3,32,13,19,0,2
Illinois,Hamilton,4,0,0,,0,4,29,7,19,3,1
Illinois,Hancock,7,0,1,,1,5,102,39,59,4,0
Illinois,Hardin,6,0,0,,0,6,36,6,25,5,0
Illinois,Iroquois,18,1,4,,1,12,167,67,87,13,3
Illinois,Jefferson,42,0,5,,0,37,211,83,117,11,2
Illinois,Jo Daviess,5,0,2,,0,3,74,25,40,9,1
Illinois,Johnson,34,0,0,,0,34,68,16,48,4,0
Illinois,Knox,38,0,3,,3,32,150,50,96,4,0
Illinois,La Salle,41,0,18,,5,18,302,101,188,13,0
Illinois,Lee,42,1,0,,0,41,130,60,62,8,2
Illinois,Livingston,22,0,12,,4,6,180,46,129,5,1
Illinois,Logan,7,0,1,,0,6,58,28,23,7,0
Illinois,Marion,22,0,5,,0,17,86,47,35,4,0
Illinois,Mason,16,0,6,,1,9,76,23,47,6,3
Illinois,Massac,9,1,1,,1,6,54,20,32,2,2
Illinois,McDonough,5,0,0,,0,5,45,12,33,0,0
Illinois,Montgomery,1,0,0,,1,0,122,42,80,0,1
Illinois,Morgan,19,0,5,,2,12,106,39,62,5,1
Illinois,Ogle,13,0,3,,2,8,181,27,147,7,0
Illinois,Perry,10,0,1,,0,9,51,12,34,5,0
Illinois,Pike,6,0,4,,0,2,81,31,49,1,0
Illinois,Putnam,1,0,0,,0,1,14,6,7,1,0
Illinois,Randolph,0,0,0,,0,0,27,15,10,2,0
Illinois,Richland,13,0,1,,0,12,67,30,28,9,1
Illinois,Schuyler,6,0,0,,0,6,2,1,1,0,0
Illinois,Scott,0,0,0,,0,0,25,11,14,0,0
Illinois,Stephenson,9,0,5,,1,3,163,47,104,12,7
Illinois,Union,24,0,15,,0,9,84,25,56,3,0
Illinois,Wabash,0,0,0,,0,0,17,5,10,2,0
Illinois,Warren,9,0,1,,0,8,68,22,46,0,0
Illinois,Washington,18,0,0,,0,18,44,12,29,3,0
Illinois,White,21,0,0,,0,21,149,50,94,5,1
Illinois,Whiteside,28,0,5,,0,23,70,15,53,2,0
Indiana,Allen,156,4,,20,30,102,866,225,603,38,0
Indiana,Bartholemew,32,0,,6,3,23,508,141,303,64,0
Indiana,Brown,45,0,,1,1,43,232,38,171,23,1
Indiana,Clark,99,0,,7,2,90,546,200,295,51,
Indiana,Delaware,43,3,,2,2,36,417,149,232,36,2
Indiana,Floyd,33,1,,3,7,22,389,80,274,35,
Indiana,Howard,72,1,,4,7,60,277,108,149,20,0
Indiana,La Porte,29,0,,5,4,20,525,238,257,30,
Indiana,Lake,62,4,5,,36,17,639,104,453,82,1
Indiana,Madison,46,1,29,,8,8,467,104,334,29,0
Indiana,Shelby,36,1,2,,0,33,200,72,104,24,0
Indiana,St. Joseph,148,1,28,,27,92,1162,375,695,92,3
Indiana,Sullivan,6,0,,0,1,5,174,44,105,25,
Indiana,Tippecanoe,45,0,,8,6,31,571,181,355,35,
Indiana,Vanderburgh,55,0,9,,9,37,627,113,482,32,2
Indiana,Wells,1,0,0,,0,1,123,40,80,3,
Indiana,Blackford,1,0,,0,0,1,30,7,22,1,0
Indiana,Clinton,14,0,,6,6,2,208,44,148,16,0
Indiana,Crawford,21,0,,1,0,20,105,92,0,13,0
Indiana,Daviess,0,0,0,,0,0,109,31,64,14,
Indiana,De Kalb,7,0,4,,0,3,195,54,124,17,
Indiana,Franklin,2,0,,0,1,1,145,64,74,7,
Indiana,Gibson,12,0,,3,0,9,151,24,102,25,1
Indiana,Grant,35,0,,5,3,27,276,84,181,11,0
Indiana,Greene,1,0,1,,0,0,226,52,156,18,1
Indiana,Huntington,6,0,1,,0,5,103,25,69,9,
Indiana,Jackson,24,1,4,,1,18,349,63,270,16,
Indiana,Jay,5,0,,1,0,4,57,5,43,9,
Indiana,Jennings,17,0,,3,0,14,266,153,102,11,
Indiana,Knox,9,1,0,,1,7,37,12,22,3,
Indiana,Kosciusko,62,1,,7,3,51,497,155,315,27,3
Indiana,LaGrange,40,2,5,,1,32,147,43,83,21,
Indiana,Lawrence,129,0,,5,2,122,221,71,120,30,6
Indiana,Miami,10,0,,2,2,6,252,73,173,6,0
Indiana,Noble,17,0,,1,0,16,234,93,126,15,0
Indiana,Steuben,22,1,8,,1,12,439,123,287,29,0
Indiana,Wabash,3,0,,0,0,3,135,35,95,5,0
Indiana,Wayne,12,1,5,,1,5,275,104,162,9,
Indiana,White,0,0,0,,0,0,0,0,0,0,0
Iowa,Black Hawk,29,0,4,,0,25,144,64,65,15,1
Iowa,Bremer,11,0,2,,0,9,42,15,24,3,0
Iowa,Dallas,43,0,7,,1,35,126,26,89,11,0
Iowa,Dubuque,20,1,5,,2,12,186,72,98,16,0
Iowa,Grundy,9,0,0,,0,9,66,21,44,1,1
Iowa,Guthrie,0,0,0,,0,0,35,10,23,2,0
Iowa,Harrison,4,0,0,,0,4,53,10,37,6,1
Iowa,Johnson,91,0,24,,2,65,168,55,100,13,0
Iowa,Linn,23,0,6,,2,15,318,156,127,35,1
Iowa,Madison,4,0,0,,0,4,60,23,33,4,0
Iowa,Mills,18,0,1,,0,17,108,63,34,11,0
Iowa,Plymouth,8,0,4,,0,4,28,7,12,9,0
Iowa,Polk,91,2,21,,11,57,714,247,365,102,5
Iowa,Pottawattamie,65,0,10,,2,53,271,90,141,40,4
Iowa,Scott,58,0,7,,0,51,195,89,83,23,1
Iowa,Story,16,0,4,,0,12,145,52,70,23,2
Iowa,Warren,42,0,8,,2,32,166,47,98,21,2
Iowa,Washington,34,0,9,,1,24,75,25,48,2,0
Iowa,Woodbury,25,0,0,,0,25,174,63,71,40,1
Iowa,Adair,10,0,4,,0,6,46,18,19,9,2
Iowa,Adams,0,0,0,,0,0,30,6,22,2,0
Iowa,Allamakee,4,0,0,,0,4,53,14,36,3,0
Iowa,Appanoose,10,0,1,,0,9,101,57,37,7,1
Iowa,Audubon,2,0,0,,0,2,36,1,34,1,0
Iowa,Boone,13,0,0,,0,13,32,17,9,6,0
Iowa,Buchanan,8,0,5,,1,2,112,44,54,14,3
Iowa,Buena Vista,8,0,3,,0,5,21,7,13,1,0
Iowa,Butler,2,0,1,,0,1,4,1,3,0,0
Iowa,Calhoun,5,0,0,,0,5,76,33,34,9,0
Iowa,Carroll,2,0,0,,0,2,35,16,16,3,0
Iowa,Cass,17,0,1,,0,16,30,6,21,3,0
Iowa,Cedar,6,0,3,,0,3,54,15,34,5,0
Iowa,Cerro Gordo,1,0,0,,1,0,97,46,44,7,0
Iowa,Cherokee,2,0,1,,1,0,22,7,15,0,1
Iowa,Chickasaw,11,0,3,,0,8,35,11,20,4,0
Iowa,Clarke,8,0,1,,0,7,64,19,28,17,0
Iowa,Clay,12,0,0,,1,11,40,11,26,3,0
Iowa,Clayton,7,0,1,,0,6,40,14,24,2,0
Iowa,Clinton,12,0,0,,0,12,133,41,85,7,0
Iowa,Crawford,1,0,0,,0,1,6,1,4,1,0
Iowa,Delaware,18,0,0,,1,17,65,28,34,3,0
Iowa,Dickinson,12,0,3,,0,9,16,3,7,6,0
Iowa,Emmet,17,0,0,,0,17,29,10,14,5,0
Iowa,Fayette,12,0,0,,0,12,49,12,30,7,0
Iowa,Floyd,6,0,3,,0,3,28,12,13,3,0
Iowa,Fremont,27,0,4,,0,23,64,31,26,7,1
Iowa,Hancock,19,0,5,,0,14,51,35,13,3,0
Iowa,Hardin,10,0,1,,0,9,102,52,37,13,1
Iowa,Henry,19,0,3,,0,16,57,18,34,5,1
Iowa,Howard,2,0,1,,0,1,68,25,36,7,0
Iowa,Humboldt,0,0,0,,0,0,47,19,25,3,0
Iowa,Ida,11,0,3,,0,8,34,12,18,4,0
Iowa,Iowa,8,0,0,,1,7,60,22,33,5,1
Iowa,Jackson,2,1,1,,0,0,11,4,7,0,0
Iowa,Jasper,24,0,3,,0,21,159,92,54,13,5
Iowa,Jefferson,3,1,0,,0,2,50,18,26,6,0
Iowa,Keokuk,9,0,0,,0,9,36,25,9,2,0
Iowa,Kossuth,6,0,1,,0,5,31,13,14,4,0
Iowa,Lee,28,0,1,,0,27,155,76,66,13,0
Iowa,Louisa,23,0,5,,0,18,76,32,34,10,2
Iowa,Lucas,6,0,0,,1,5,73,31,36,6,0
Iowa,Lyon,14,0,3,,0,11,66,25,35,6,0
Iowa,Mahaska,11,0,1,,0,10,84,42,33,9,1
Iowa,Marshall,34,0,2,,0,32,125,58,51,16,1
Iowa,Mitchell,0,0,0,,0,0,13,10,2,1,0
Iowa,Monroe,3,0,1,,0,2,54,35,15,4,0
Iowa,Muscatine,24,0,6,,0,18,80,36,34,10,0
Iowa,O'Brien,13,0,2,,0,11,54,13,38,3,0
Iowa,Osceola,7,0,2,,1,4,57,18,36,3,1
Iowa,Page,5,0,2,,0,3,37,20,11,6,1
Iowa,Palo Alto,13,0,2,,0,11,49,21,26,2,0
Iowa,Pocahontas,9,0,1,,0,8,47,11,31,5,1
Iowa,Ringgold,2,0,1,,0,1,31,21,10,0,1
Iowa,Sac,3,0,1,,0,2,32,16,14,2,0
Iowa,Sioux,7,0,0,,1,6,45,16,29,0,1
Iowa,Tama,30,0,2,,0,28,113,67,34,12,2
Iowa,Taylor,3,0,1,,0,2,25,5,15,5,0
Iowa,Union,7,0,0,,0,7,46,5,36,5,0
Iowa,Van Buren,7,0,0,,0,7,30,11,16,3,0
Iowa,Wapello,18,1,0,,0,17,122,46,58,18,2
Iowa,Wayne,5,0,0,,0,5,57,30,21,6,0
Iowa,Webster,19,1,1,,2,15,105,37,52,16,0
Iowa,Winneshiek,5,1,0,,0,4,34,3,26,5,0
Iowa,Worth,3,0,0,,0,3,22,7,15,0,0
Iowa,Wright,4,0,1,,0,3,31,17,11,3,0
Kansas,Butler,46,0,8,,5,33,486,150,293,43,7
Kansas,Doniphan,2,0,0,,0,2,29,13,14,2,0
Kansas,Harvey,13,6,0,,0,7,59,30,24,5,0
Kansas,Jackson,13,0,4,,0,9,96,31,55,10,1
Kansas,Jefferson,30,1,3,,0,26,163,39,103,21,0
Kansas,Johnson,40,0,9,,2,29,225,52,149,24,3
Kansas,Kingman,2,0,1,,0,1,71,31,37,3,1
Kansas,Leavenworth,36,0,4,,2,30,177,60,96,21,6
Kansas,Linn,6,0,1,,0,5,77,28,37,12,1
Kansas,Miami,29,0,5,,2,22,225,94,104,27,3
Kansas,Osage,15,0,1,,0,14,67,31,34,2,1
Kansas,Pottawatomie,43,0,2,,1,40,226,69,145,12,5
Kansas,Sedgwick,24,4,1,,1,18,89,37,31,21,1
Kansas,Shawnee,78,0,7,,3,68,981,188,692,101,0
Kansas,Sumner,20,0,1,,1,18,142,23,99,20,2
Kansas,Wabaunsee,10,0,0,,0,10,73,24,37,12,2
Kansas,Wyandotte,27,0,2,,8,17,53,5,43,5,3
Kansas,Allen,15,0,1,,0,14,45,20,22,3,0
Kansas,Anderson,2,0,0,,0,2,30,17,12,1,1
Kansas,Barber,2,0,0,,0,2,19,7,11,1,0
Kansas,Bourbon,25,0,4,,1,20,94,32,49,13,0
Kansas,Brown,5,0,1,,0,4,32,3,26,3,0
Kansas,Chautauqua,0,0,0,,0,0,21,6,14,1,0
Kansas,Cherokee,32,0,3,,4,25,,,102,21,4
Kansas,Clay,1,0,0,,0,1,27,15,11,1,0
Kansas,Cloud,9,0,4,,0,5,56,16,33,7,2
Kansas,Coffey,7,0,1,,0,6,51,9,38,4,1
Kansas,Cowley,20,0,0,,0,20,140,58,68,14,0
Kansas,Crawford,24,0,4,,2,18,175,57,99,19,4
Kansas,Dickinson,17,1,5,,0,11,107,38,55,14,2
Kansas,Edwards,2,0,0,,1,1,19,5,14,0,0
Kansas,Ellis,9,0,2,,0,7,70,32,33,5,2
Kansas,Ellsworth,0,0,0,,0,0,22,11,9,2,0
Kansas,Finney,34,1,5,,3,25,113,39,68,6,3
Kansas,Ford,14,0,1,,0,13,,,41,14,0
Kansas,Franklin,37,0,5,,2,30,158,65,72,21,5
Kansas,Geary,14,0,1,,1,12,50,19,31,0,0
Kansas,Gove,0,0,0,,0,0,10,1,7,2,0
Kansas,Grant,5,1,0,,0,4,22,6,15,1,0
Kansas,Gray,6,0,0,,0,6,85,39,39,7,2
Kansas,Greenwood,19,1,1,,0,17,78,21,54,3,1
Kansas,Hamilton,3,0,0,,0,3,4,1,1,2,0
Kansas,Harper,6,0,1,,0,5,36,15,19,2,0
Kansas,Haskell,3,0,1,,0,2,25,3,19,3,0
Kansas,Kiowa,1,0,0,,0,1,12,4,8,0,1
Kansas,Labette,15,1,0,,0,14,,,20,1,0
Kansas,Logan,1,0,0,,0,1,4,1,3,0,0
Kansas,Lyon,28,0,2,,1,25,80,23,51,6,16
Kansas,Marion,4,0,0,,1,3,56,24,27,5,2
Kansas,Marshall,5,0,2,,0,3,25,8,16,1,0
Kansas,Montgomery,13,1,2,,2,8,114,52,49,13,1
Kansas,Morris,2,0,0,,0,2,36,15,18,3,0
Kansas,Morton,9,0,1,,0,8,32,11,17,4,0
Kansas,Nemaha,6,0,0,,1,5,55,18,31,6,2
Kansas,Neosho,25,1,1,,0,23,59,19,33,7,1
Kansas,Ness,2,0,1,,0,1,30,7,15,8,0
Kansas,Norton,0,0,0,,0,0,11,4,4,3,0
Kansas,Osborne,4,0,1,,0,3,42,15,21,6,0
Kansas,Ottawa,1,0,0,,0,1,68,19,46,3,0
Kansas,Pawnee,2,0,0,,0,2,,,11,4,2
Kansas,Phillips,11,0,0,,0,11,20,9,11,0,1
Kansas,Pratt,4,0,0,,1,3,56,28,23,5,2
Kansas,Rawlins,2,0,1,,0,1,11,1,9,1,0
Kansas,Republic,1,0,0,,0,1,19,5,12,2,1
Kansas,Rice,10,0,0,,0,10,60,21,35,4,0
Kansas,Rooks,1,0,1,,0,0,11,6,5,0,0
Kansas,Rush,3,0,1,,0,2,67,27,37,3,1
Kansas,Russell,8,0,1,,0,7,39,13,24,2,0
Kansas,Saline,25,1,4,,0,20,128,39,74,15,9
Kansas,Scott,4,0,1,,0,3,9,2,6,1,0
Kansas,Sherman,0,0,0,,0,0,0,0,0,0,0
Kansas,Smith,1,0,0,,0,1,13,4,8,1,0
Kansas,Thomas,0,0,0,,0,0,15,4,6,5,0
Kansas,Trego,7,0,0,,0,7,8,4,4,0,0
Kansas,Washington,4,0,0,,0,4,23,7,12,4,0
Kansas,Wichita,1,0,0,,0,1,29,15,14,0,0
Kansas,Wilson,5,0,0,,0,5,52,24,22,6,0
Kansas,Woodson,5,0,1,,0,4,24,8,12,4,5
Kentucky,Allen,14,1,4,,0,9,127,56,57,14,1
Kentucky,Boone,62,1,18,,19,24,967,204,682,81,4
Kentucky,Bourbon,4,0,0,,0,4,82,35,44,3,0
Kentucky,Boyd,12,0,3,,2,7,129,38,82,9,0
Kentucky,Bracken,0,0,0,,0,0,37,15,19,3,0
Kentucky,Bullitt,33,2,9,,7,15,489,158,265,66,5
Kentucky,Butler,3,0,0,,0,3,45,19,19,7,1
Kentucky,Campbell,0,0,0,,0,0,1,0,1,0,0
Kentucky,Christian,21,1,6,,6,8,327,101,190,36,4
Kentucky,Clark,14,0,5,,1,8,201,94,94,13,0
Kentucky,Daviess,26,1,12,,2,11,471,125,317,29,2
Kentucky,Edmonson,5,0,1,,0,4,24,14,9,1,1
Kentucky,Fayette,0,0,0,,0,0,0,0,0,0,0
Kentucky,Gallatin,2,0,0,,0,2,44,12,28,4,1
Kentucky,Grant,5,0,2,,1,2,92,29,55,8,0
Kentucky,Greenup,2,0,0,,0,2,44,19,18,7,1
Kentucky,Hancock,1,0,0,,0,1,9,5,3,1,0
Kentucky,Hardin,13,1,1,,7,4,106,35,58,13,1
Kentucky,Henderson,11,0,4,,1,6,151,63,71,17,0
Kentucky,Henry,0,0,0,,0,0,17,7,8,2,0
Kentucky,Jefferson,0,0,0,,0,0,2,1,1,0,0
Kentucky,Jessamine,8,0,3,,1,4,211,94,106,11,0
Kentucky,Kenton,10,0,0,,2,8,6,0,6,0,0
Kentucky,Larue,2,0,0,,0,2,31,9,15,7,1
Kentucky,McLean,4,0,0,,0,4,46,20,20,6,0
Kentucky,Meade,11,0,0,,0,11,114,62,36,16,0
Kentucky,Oldham,3,0,0,,0,3,5,3,2,0,0
Kentucky,Pendleton,5,0,1,,0,4,55,17,32,6,1
Kentucky,Scott,11,0,5,,4,2,196,64,113,19,2
Kentucky,Shelby,23,0,8,,4,11,376,86,269,21,0
Kentucky,Spencer,3,0,1,,0,2,61,23,33,5,1
Kentucky,Trigg,5,0,1,,0,4,85,25,52,8,0
Kentucky,Trimble,2,0,0,,0,2,10,5,5,0,0
Kentucky,Warren,36,0,10,,3,23,432,161,244,27,0
Kentucky,Woodford,0,0,0,,0,0,33,5,27,1,0
Kentucky,Adair,0,0,0,,0,0,20,11,5,4,0
Kentucky,Anderson,2,0,0,,2,0,50,24,22,4,0
Kentucky,Ballard,4,0,1,,1,2,51,24,22,5,1
Kentucky,Barren,12,0,3,,0,9,119,57,42,20,0
Kentucky,Bath,1,0,1,,0,0,34,16,17,1,0
Kentucky,Bell,12,0,1,,1,10,149,41,95,13,2
Kentucky,Boyle,7,0,2,,1,4,29,13,9,7,0
Kentucky,Breathitt,0,0,0,,0,0,0,0,0,0,0
Kentucky,Breckinridge,7,1,1,,0,5,33,7,18,8,0
Kentucky,Caldwell,3,0,0,,0,3,62,31,24,7,0
Kentucky,Calloway,15,1,3,,1,10,202,90,101,11,1
Kentucky,Carlisle,1,0,0,,0,1,23,8,14,1,0
Kentucky,Carroll,2,0,0,,1,1,11,5,6,0,0
Kentucky,Carter,5,0,0,,4,1,31,13,12,6,0
Kentucky,Clay,11,1,0,,1,9,108,31,48,29,2
Kentucky,Clinton,4,1,1,,1,1,21,5,6,10,0
Kentucky,Crittenden,0,0,0,,0,0,13,4,8,1,0
Kentucky,Cumberland,0,0,0,,0,0,9,2,5,2,0
Kentucky,Elliott,0,0,0,,0,0,0,0,0,0,0
Kentucky,Estill,1,0,0,,1,0,16,5,9,2,0
Kentucky,Fleming,5,0,0,,0,5,20,11,5,4,0
Kentucky,Floyd,4,0,1,,1,2,59,18,34,7,0
Kentucky,Franklin,16,2,3,,4,7,261,70,170,21,0
Kentucky,Fulton,0,0,0,,0,0,16,7,9,0,0
Kentucky,Garrard,2,0,0,,0,2,32,11,17,4,0
Kentucky,Graves,21,1,7,,1,12,243,96,130,17,0
Kentucky,Grayson,8,0,2,,0,6,77,34,30,13,1
Kentucky,Green,0,0,0,,0,0,13,6,5,2,0
Kentucky,Harlan,4,0,3,,0,1,16,3,13,0,0
Kentucky,Harrison,2,0,0,,1,1,106,54,44,8,0
Kentucky,Hart,2,0,0,,0,2,40,18,17,5,0
Kentucky,Hopkins,17,0,0,,2,15,250,89,133,28,1
Kentucky,Jackson,3,0,0,,1,2,68,36,24,8,1
Kentucky,Johnson,5,0,1,,0,4,55,10,36,9,1
Kentucky,Knott,0,0,0,,0,0,10,2,6,2,0
Kentucky,Knox,9,0,1,,2,6,124,50,48,26,1
Kentucky,Laurel,34,2,4,,11,17,400,137,201,62,3
Kentucky,Lawrence,2,0,0,,1,1,53,25,13,15,0
Kentucky,Leslie,3,0,0,,0,3,12,4,5,3,0
Kentucky,Letcher,6,0,2,,1,3,22,7,12,3,1
Kentucky,Lewis,0,0,0,,0,0,12,8,4,0,0
Kentucky,Lincoln,3,0,0,,1,2,60,29,16,15,1
Kentucky,Livingston,1,0,0,,1,0,63,27,28,8,0
Kentucky,Logan,16,0,4,,2,10,160,64,86,10,1
Kentucky,Lyon,1,0,0,,0,1,28,13,14,1,0
Kentucky,Madison,22,0,9,,6,7,484,155,294,35,1
Kentucky,Magoffin,3,0,0,,2,1,13,3,6,4,0
Kentucky,Marion,5,0,0,,2,3,74,26,44,4,0
Kentucky,Marshall,13,0,4,,1,8,199,81,91,27,0
Kentucky,Martin,4,0,1,,0,3,56,10,40,6,0
Kentucky,Mason,9,0,2,,2,5,85,29,53,3,0
Kentucky,McCracken,61,1,26,,4,30,451,149,255,47,3
Kentucky,McCreary,2,0,0,,0,2,66,26,29,11,0
Kentucky,Menifee,1,0,0,,0,1,20,12,5,3,0
Kentucky,Mercer,1,0,1,,0,0,21,9,7,5,0
Kentucky,Metcalfe,7,0,0,,1,6,87,41,33,13,0
Kentucky,Monroe,1,0,0,,1,0,1,0,1,0,1
Kentucky,Montgomery,10,0,1,,6,3,325,133,165,27,0
Kentucky,Morgan,0,0,0,,0,0,1,0,1,0,0
Kentucky,Muhlenberg,12,0,1,,2,9,53,22,27,4,0
Kentucky,Nelson,19,2,7,,1,9,175,62,89,24,2
Kentucky,Nicholas,1,0,0,,0,1,11,4,6,1,0
Kentucky,Ohio,18,0,5,,1,12,81,37,34,10,0
Kentucky,Owen,0,0,0,,0,0,40,20,19,1,0
Kentucky,Owsley,6,0,0,,2,4,49,19,26,4,0
Kentucky,Perry,1,0,0,,1,0,24,5,13,6,0
Kentucky,Pike,4,0,3,,1,0,126,16,107,3,0
Kentucky,Powell,0,0,0,,0,0,34,10,18,6,0
Kentucky,Pulaski,25,0,4,,6,15,449,188,202,59,4
Kentucky,Robertson,0,0,0,,0,0,3,0,3,0,0
Kentucky,Rockcastle,4,0,0,,2,2,35,15,9,11,0
Kentucky,Rowan,8,0,1,,1,6,61,13,43,5,1
Kentucky,Russell,5,0,1,,0,4,22,10,9,3,0
Kentucky,Simpson,7,0,1,,2,4,71,31,37,3,0
Kentucky,Taylor,6,0,2,,1,3,148,61,77,10,0
Kentucky,Todd,5,0,0,,1,4,47,20,19,8,0
